word,count,per_1000_tokens,event_count
down,1,0.0089,1
effect,1,0.0089,1
netas,1,0.0089,1
heh,1,0.0089,1
menetas,1,0.0089,1
kesabarannya,1,0.0089,1
neolet,1,0.0089,1
ninggalkan,1,0.0089,1
eweuh,1,0.0089,1
ewah,1,0.0089,1
inpex,1,0.0089,1
lawerisa,1,0.0089,1
forco,1,0.0089,1
kudam,1,0.0089,1
panimbar,1,0.0089,1
ricky,1,0.0089,1
jawerisa,1,0.0089,1
benyamin,1,0.0089,1
thomas,1,0.0089,1
noah,1,0.0089,1
skk,1,0.0089,1
migas,1,0.0089,1
lng,1,0.0089,1
maselah,1,0.0089,1
taninbar,1,0.0089,1
terhambat,1,0.0089,1
perairan,1,0.0089,1
tanimar,1,0.0089,1
impx,1,0.0089,1
petronas,1,0.0089,1
bahu,1,0.0089,1
membahu,1,0.0089,1
menjalin,1,0.0089,1
bermitra,1,0.0089,1
penakut,1,0.0089,1
keramahtamahan,1,0.0089,1
pribuminya,1,0.0089,1
trik,1,0.0089,1
kembalinya,1,0.0089,1
berbesar,1,0.0089,1
mitranya,1,0.0089,1
tamunya,1,0.0089,1
jalankanlah,1,0.0089,1
produk-produk,1,0.0089,1
membayar,1,0.0089,1
kondensat,1,0.0089,1
secepatnya,1,0.0089,1
jawabnya,1,0.0089,1
kompetensinya,1,0.0089,1
action,1,0.0089,1
bantuan-bantuan,1,0.0089,1
pengharga,1,0.0089,1
intek,1,0.0089,1
impact,1,0.0089,1
uweda,1,0.0089,1
pendorong,1,0.0089,1
tam,1,0.0089,1
mimbar,1,0.0089,1
tandio,1,0.0089,1
revita,1,0.0089,1
simban,1,0.0089,1
junta,1,0.0089,1
zuk,1,0.0089,1
shamsudin,1,0.0089,1
prasutyo,1,0.0089,1
bpn,1,0.0089,1
adiningar,1,0.0089,1
widyasari,1,0.0089,1
lc,1,0.0089,1
sanuksi,1,0.0089,1
walik,1,0.0089,1
nurahman,1,0.0089,1
pr,1,0.0089,1
bulokan,1,0.0089,1
ramdani,1,0.0089,1
kodarela,1,0.0089,1
penelitian,1,0.0089,1
akmal,1,0.0089,1
agustira,1,0.0089,1
matin,1,0.0089,1
jawahir,1,0.0089,1
tanfidiah,1,0.0089,1
pw,1,0.0089,1
apt,1,0.0089,1
arum,1,0.0089,1
sabil,1,0.0089,1
spiritus,1,0.0089,1
ethanol,1,0.0089,1
giovanni,1,0.0089,1
advokasi,1,0.0089,1
prayogo,1,0.0089,1
jonathan,1,0.0089,1
fakhudin,1,0.0089,1
mujib,1,0.0089,1
harum,1,0.0089,1
teburan,1,0.0089,1
ngateman,1,0.0089,1
kedele,1,0.0089,1
sentosa,1,0.0089,1
pandean,1,0.0089,1
vicon,1,0.0089,1
membahagiakan,1,0.0089,1
tersenggalnya,1,0.0089,1
besit,1,0.0089,1
terusangnya,1,0.0089,1
sasaran-sasaran,1,0.0089,1
selayaknya,1,0.0089,1
menggapai,1,0.0089,1
dilawan,1,0.0089,1
memusuhi,1,0.0089,1
terut,1,0.0089,1
suak,1,0.0089,1
peremajaan,1,0.0089,1
meremajakan,1,0.0089,1
ilmu-ilmu,1,0.0089,1
hidupkan,1,0.0089,1
dipaparkan,1,0.0089,1
pameran,1,0.0089,1
pabriknya,1,0.0089,1
e100,1,0.0089,1
membebek,1,0.0089,1
mikirnya,1,0.0089,1
sedihu,1,0.0089,1
tertulis,1,0.0089,1
manh,1,0.0089,1
lantas,1,0.0089,1
ramil,1,0.0089,1
ramen,1,0.0089,1
babinsa,1,0.0089,1
motor-motor,1,0.0089,1
film,1,0.0089,1
jeep-jep,1,0.0089,1
rep,1,0.0089,1
berturut-turut,1,0.0089,1
teknik-tekniknya,1,0.0089,1
serbu,1,0.0089,1
pistol,1,0.0089,1
marinir,1,0.0089,1
sanabaru,1,0.0089,1
pelurunya,1,0.0089,1
komandannya,1,0.0089,1
komandan-komandan,1,0.0089,1
jarkoni,1,0.0089,1
ngajar,1,0.0089,1
ngelakoni,1,0.0089,1
ing,1,0.0089,1
ngarso,1,0.0089,1
sungelodo,1,0.0089,1
ramalkan,1,0.0089,1
cina,1,0.0089,1
anggal,1,0.0089,1
ik,1,0.0089,1
sema,1,0.0089,1
nakak,1,0.0089,1
apalah,1,0.0089,1
nanam,1,0.0089,1
kesultan,1,0.0089,1
amplop,1,0.0089,1
tebal,1,0.0089,1
shalalom,1,0.0089,1
omo,1,0.0089,1
seru,1,0.0089,1
petan,1,0.0089,1
rum,1,0.0089,1
kanudah,1,0.0089,1
pang,1,0.0089,1
kasal,1,0.0089,1
kasau,1,0.0089,1
ritual,1,0.0089,1
pergolakan,1,0.0089,1
kenyataan-kenyataan,1,0.0089,1
berm,1,0.0089,1
membanding-bandingkan,1,0.0089,1
menut,1,0.0089,1
distorsi,1,0.0089,1
perekonomi,1,0.0089,1
enforcing,1,0.0089,1
berminggu-minggu,1,0.0089,1
menupuk-nupuk,1,0.0089,1
dumeh,1,0.0089,1
pahlawan-pahlawannya,1,0.0089,1
dihadapinya,1,0.0089,1
dilestarikan,1,0.0089,1
pergi,1,0.0089,1
protes,1,0.0089,1
dituduh,1,0.0089,1
muang,1,0.0089,1
alasannya,1,0.0089,1
boros,1,0.0089,1
diambilnya,1,0.0089,1
berujung,1,0.0089,1
merumuskan,1,0.0089,1
integralistik,1,0.0089,1
pemahaman,1,0.0089,1
tertera,1,0.0089,1
tercantum,1,0.0089,1
retorika,1,0.0089,1
memborong,1,0.0089,1
fakir,1,0.0089,1
berinisiatif,1,0.0089,1
bada,1,0.0089,1
mencetak,1,0.0089,1
pabrik-pabrik,1,0.0089,1
menakut-nakuti,1,0.0089,1
selera,1,0.0089,1
goal,1,0.0089,1
poverty,1,0.0089,1
kecurangan,1,0.0089,1
triliunan,1,0.0089,1
wellbeing,1,0.0089,1
quality,1,0.0089,1
education,1,0.0089,1
gender,1,0.0089,1
equality,1,0.0089,1
affordable,1,0.0089,1
decent,1,0.0089,1
work,1,0.0089,1
economic,1,0.0089,1
industry,1,0.0089,1
innovation,1,0.0089,1
infrastructure,1,0.0089,1
reduced,1,0.0089,1
inequalities,1,0.0089,1
mining,1,0.0089,1
logging,1,0.0089,1
dibalik,1,0.0089,1
edan,1,0.0089,1
dibenarkan,1,0.0089,1
tabungan-tabungan,1,0.0089,1
dikonsolidasi,1,0.0089,1
di-manage,1,0.0089,1
rapi,1,0.0089,1
asetnya,1,0.0089,1
berkisar,1,0.0089,1
memerger,1,0.0089,1
denud,1,0.0089,1
own,1,0.0089,1
enterprise,1,0.0089,1
menyanggupi,1,0.0089,1
merger,1,0.0089,1
ditutupnya,1,0.0089,1
tokyo,1,0.0089,1
inprex,1,0.0089,1
impex,1,0.0089,1
himbauan,1,0.0089,1
pulang-pulang,1,0.0089,1
tekan-tekan,1,0.0089,1
hgo,1,0.0089,1
hgb,1,0.0089,1
siup,1,0.0089,1
kksk,1,0.0089,1
den,1,0.0089,1
gambarkan,1,0.0089,1
diusulkanlah,1,0.0089,1
terapkan,1,0.0089,1
ramalan,1,0.0089,1
meragukan,1,0.0089,1
r7,1,0.0089,1
kitang,1,0.0089,1
r27,1,0.0089,1
menusuk,1,0.0089,1
deal-nya,1,0.0089,1
kontraknya,1,0.0089,1
menyatu,1,0.0089,1
poor,1,0.0089,1
emerging,1,0.0089,1
berlimpah-limpah,1,0.0089,1
dipandang,1,0.0089,1
gaftek,1,0.0089,1
single,1,0.0089,1
identity,1,0.0089,1
card,1,0.0089,1
dieksekusi,1,0.0089,1
diimplementasi,1,0.0089,1
penyederhana,1,0.0089,1
pemerintah-pemerintah,1,0.0089,1
kesulit,1,0.0089,1
rezim,1,0.0089,1
mengelu-elukan,1,0.0089,1
neolit,1,0.0089,1
dikelilingi,1,0.0089,1
menyarankan,1,0.0089,1
ditinggalkan,1,0.0089,1
welfare,1,0.0089,1
mencaci,1,0.0089,1
rp75,1,0.0089,1
rp250,1,0.0089,1
r800,1,0.0089,1
kuliahunggalunggal,1,0.0089,1
kebersipihakan,1,0.0089,1
r200,1,0.0089,1
dikali,1,0.0089,1
r96,1,0.0089,1
nyaris,1,0.0089,1
stimulan,1,0.0089,1
swadaya,1,0.0089,1
dikaji,1,0.0089,1
indeksnya,1,0.0089,1
bajar,1,0.0089,1
fak,1,0.0089,1
r30,1,0.0089,1
achieved,1,0.0089,1
pertit,1,0.0089,1
rp89,1,0.0089,1
rp130,1,0.0089,1
diskota,1,0.0089,1
penumpang,1,0.0089,1
angkutan,1,0.0089,1
gras,1,0.0089,1
liter,1,0.0089,1
tunjukkan,1,0.0089,1
bad,1,0.0089,1
rich,1,0.0089,1
richer,1,0.0089,1
contohnya,1,0.0089,1
r4,1,0.0089,1
giginya,1,0.0089,1
afirmatif,1,0.0089,1
r50,1,0.0089,1
fresh,1,0.0089,1
graduate,1,0.0089,1
rp9,1,0.0089,1
rencananya,1,0.0089,1
lpdp,1,0.0089,1
unhan,1,0.0089,1
rp334,1,0.0089,1
rp14,1,0.0089,1
pembudidaya,1,0.0089,1
kur,1,0.0089,1
sertifikat,1,0.0089,1
persekolah,1,0.0089,1
tersampaikan,1,0.0089,1
terkirim,1,0.0089,1
telecommunication,1,0.0089,1
e-goverment,1,0.0089,1
aps,1,0.0089,1
dikdas,1,0.0089,1
portal,1,0.0089,1
interintegrasi,1,0.0089,1
desmen,1,0.0089,1
umpan,1,0.0089,1
aplikasi,1,0.0089,1
memasukin,1,0.0089,1
mendaftar,1,0.0089,1
diperbarui,1,0.0089,1
akurat,1,0.0089,1
mall,1,0.0089,1
pelayaran,1,0.0089,1
mengantre,1,0.0089,1
berpindah,1,0.0089,1
kronis,1,0.0089,1
pecahkan,1,0.0089,1
ran,1,0.0089,1
miliun,1,0.0089,1
diam-diam,1,0.0089,1
berskala,1,0.0089,1
jenjang,1,0.0089,1
macet,1,0.0089,1
pengampunan,1,0.0089,1
listriknya,1,0.0089,1
internet,1,0.0089,1
keluruhan,1,0.0089,1
pendingin,1,0.0089,1
hangus,1,0.0089,1
pusu,1,0.0089,1
bertahap,1,0.0089,1
gerai-geri,1,0.0089,1
generik,1,0.0089,1
alsintan,1,0.0089,1
supply,1,0.0089,1
blackmail,1,0.0089,1
menimbun,1,0.0089,1
langka,1,0.0089,1
mengisap,1,0.0089,1
memicu,1,0.0089,1
pedagangan,1,0.0089,1
rettail,1,0.0089,1
diriset,1,0.0089,1
penengah,1,0.0089,1
diperhitungkan,1,0.0089,1
middlem,1,0.0089,1
marginnya,1,0.0089,1
ekonom-ekonom,1,0.0089,1
ditimbulkan,1,0.0089,1
pribadi-pribadi,1,0.0089,1
tebang,1,0.0089,1
menyehat,1,0.0089,1
menyehatkan,1,0.0089,1
kakinya,1,0.0089,1
terapi,1,0.0089,1
melihara,1,0.0089,1
diracuni,1,0.0089,1
mark,1,0.0089,1
underinvoicing,1,0.0089,1
pat,1,0.0089,1
gulipat,1,0.0089,1
itu-itu,1,0.0089,1
done,1,0.0089,1
still,1,0.0089,1
arahnya,1,0.0089,1
pengantar,1,0.0089,1
pengantarnya,1,0.0089,1
henti-henti,1,0.0089,1
ke-28,1,0.0089,1
daskoh,1,0.0089,1
kirana,1,0.0089,1
wurianto,1,0.0089,1
dwianto,1,0.0089,1
suparno,1,0.0089,1
abcandra,1,0.0089,1
juliati,1,0.0089,1
samsal,1,0.0089,1
lahadia,1,0.0089,1
sugifi,1,0.0089,1
yodoyono,1,0.0089,1
saiful,1,0.0089,1
hermawi,1,0.0089,1
angela,1,0.0089,1
tanu,1,0.0089,1
sudibo,1,0.0089,1
kafah,1,0.0089,1
bihi,1,0.0089,1
manarul,1,0.0089,1
rustini,1,0.0089,1
adal,1,0.0089,1
fattah,1,0.0089,1
aka,1,0.0089,1
alatari,1,0.0089,1
suryah,1,0.0089,1
memakai,1,0.0089,1
nomix,1,0.0089,1
ketegasan,1,0.0089,1
gag,1,0.0089,1
menginginkan,1,0.0089,1
dewa-dewa,1,0.0089,1
cangkir,1,0.0089,1
selisihnya,1,0.0089,1
ditabung,1,0.0089,1
ditabung-tabung,1,0.0089,1
pgb,1,0.0089,1
harlahnya,1,0.0089,1
tahunmu,1,0.0089,1
pan,1,0.0089,1
ngeri,1,0.0089,1
bos,1,0.0089,1
mar'ruf,1,0.0089,1
masyaallah,1,0.0089,1
stimah,1,0.0089,1
nurani,1,0.0089,1
koridor,1,0.0089,1
dasok,1,0.0089,1
wuh,1,0.0089,1
gusimin,1,0.0089,1
daskco,1,0.0089,1
provokator,1,0.0089,1
dipahami,1,0.0089,1
dimengerti,1,0.0089,1
sekuat,1,0.0089,1
sononya,1,0.0089,1
incremental,1,0.0089,1
capital,1,0.0089,1
ratio,1,0.0089,1
nambah,1,0.0089,1
r1,1,0.0089,1
selisih,1,0.0089,1
per6,1,0.0089,1
digelembungkan,1,0.0089,1
digelembungkannya,1,0.0089,1
gila-gilaan,1,0.0089,1
nyampikan,1,0.0089,1
kotak-kotak,1,0.0089,1
disentuh,1,0.0089,1
media-media,1,0.0089,1
sebutlah,1,0.0089,1
antikritik,1,0.0089,1
londo,1,0.0089,1
ulul,1,0.0089,1
lond-londo,1,0.0089,1
listrikmu,1,0.0089,1
handphone-emu,1,0.0089,1
nurunkan,1,0.0089,1
gol,1,0.0089,1
support,1,0.0089,1
belak-blakan,1,0.0089,1
berpisah,1,0.0089,1
terusan,1,0.0089,1
kecapekan,1,0.0089,1
tanya-tanya,1,0.0089,1
punawiran,1,0.0089,1
kelenengan,1,0.0089,1
harlah-haralah,1,0.0089,1
menyakiti,1,0.0089,1
neighbors,1,0.0089,1
tawar-menawar,1,0.0089,1
semesta,1,0.0089,1
kedaulatannya,1,0.0089,1
senafas,1,0.0089,1
sejiwa,1,0.0089,1
insting,1,0.0089,1
cium,1,0.0089,1
apatur,1,0.0089,1
rini,1,0.0089,1
widiantini,1,0.0089,1
burhanudin,1,0.0089,1
rifka,1,0.0089,1
haluk,1,0.0089,1
wiagus,1,0.0089,1
halilul,1,0.0089,1
khairi,1,0.0089,1
lantik,1,0.0089,1
pamungkatan,1,0.0089,1
rahmat-nya,1,0.0089,1
pamuong,1,0.0089,1
ragamu,1,0.0089,1
hidupmu,1,0.0089,1
pelita,1,0.0089,1
dituntut,1,0.0089,1
menyandang,1,0.0089,1
kedudukannya,1,0.0089,1
pelayan,1,0.0089,1
penampilan,1,0.0089,1
keputusan-keputusan,1,0.0089,1
beratnya,1,0.0089,1
luas-luas,1,0.0089,1
menganggutkan,1,0.0089,1
didikte,1,0.0089,1
ditip,1,0.0089,1
tipu,1,0.0089,1
penentu,1,0.0089,1
kebijakankebijakan,1,0.0089,1
kandas,1,0.0089,1
bergaul,1,0.0089,1
anakara,1,0.0089,1
bintara,1,0.0089,1
seleksinya,1,0.0089,1
meritokrasi,1,0.0089,1
enis,1,0.0089,1
khianati,1,0.0089,1
kesombongan,1,0.0089,1
dirimu,1,0.0089,1
bertindakmu,1,0.0089,1
almamatarmu,1,0.0089,1
prajanya,1,0.0089,1
mesa,1,0.0089,1
berdekatan,1,0.0089,1
terlampir,1,0.0089,1
destri,1,0.0089,1
pgs,1,0.0089,1
jago-jago,1,0.0089,1
jagoan,1,0.0089,1
keturunannya,1,0.0089,1
maui,1,0.0089,1
gujarat,1,0.0089,1
prawirawan,1,0.0089,1
forkom,1,0.0089,1
pinda,1,0.0089,1
pakima,1,0.0089,1
dekat-dekatan,1,0.0089,1
kdm,1,0.0089,1
warnanya,1,0.0089,1
talinya,1,0.0089,1
faiz,1,0.0089,1
kurniawan,1,0.0089,1
banjarnegara,1,0.0089,1
desiana,1,0.0089,1
paremita,1,0.0089,1
widya,1,0.0089,1
robert,1,0.0089,1
kristianto,1,0.0089,1
kendal,1,0.0089,1
kartika,1,0.0089,1
permanasari,1,0.0089,1
klaten,1,0.0089,1
hamenang,1,0.0089,1
ismoyo,1,0.0089,1
purbalingga,1,0.0089,1
fahmi,1,0.0089,1
hanif,1,0.0089,1
harno,1,0.0089,1
ngesti,1,0.0089,1
sragen,1,0.0089,1
yon,1,0.0089,1
supriono,1,0.0089,1
afzan,1,0.0089,1
aslan,1,0.0089,1
junaid,1,0.0089,1
salatiga,1,0.0089,1
robi,1,0.0089,1
grobokan,1,0.0089,1
sugeng,1,0.0089,1
wurja,1,0.0089,1
pati,1,0.0089,1
risma,1,0.0089,1
ardiandra,1,0.0089,1
sukirman,1,0.0089,1
bni,1,0.0089,1
bri,1,0.0089,1
btn,1,0.0089,1
bsi,1,0.0089,1
komisioner,1,0.0089,1
heru,1,0.0089,1
nugroho,1,0.0089,1
suranto,1,0.0089,1
aersi,1,0.0089,1
pera,1,0.0089,1
asprumnas,1,0.0089,1
syawali,1,0.0089,1
pratna,1,0.0089,1
apernas,1,0.0089,1
sulf,1,0.0089,1
fakar,1,0.0089,1
tersebar,1,0.0089,1
melipat,1,0.0089,1
gandakan,1,0.0089,1
james,1,0.0089,1
riadi,1,0.0089,1
tertarik,1,0.0089,1
salingemp,1,0.0089,1
deras,1,0.0089,1
nasihat,1,0.0089,1
tim-tim,1,0.0089,1
catat,1,0.0089,1
berbahaya,1,0.0089,1
meluas,1,0.0089,1
hangatnya,1,0.0089,1
diulang-ulangi,1,0.0089,1
diliput,1,0.0089,1
kaj,1,0.0089,1
ucapan-ucapan,1,0.0089,1
lalangan,1,0.0089,1
prinsipnya,1,0.0089,1
sembad,1,0.0089,1
pemanasan,1,0.0089,1
drastis,1,0.0089,1
estetikanya,1,0.0089,1
pencipta,1,0.0089,1
sungai-sungai,1,0.0089,1
kali-kali,1,0.0089,1
toko,1,0.0089,1
ditegur,1,0.0089,1
rt,1,0.0089,1
rw,1,0.0089,1
dirut-dirut,1,0.0089,1
asn,1,0.0089,1
akon,1,0.0089,1
lomba,1,0.0089,1
terjorok,1,0.0089,1
dipindat,1,0.0089,1
dam,1,0.0089,1
truck,1,0.0089,1
kelestariannya,1,0.0089,1
nursery-nursery,1,0.0089,1
lingkungannya,1,0.0089,1
panglima-panglima,1,0.0089,1
salon,1,0.0089,1
celananya,1,0.0089,1
dengkul,1,0.0089,1
dikotorin,1,0.0089,1
batasi,1,0.0089,1
inf,1,0.0089,1
menekan,1,0.0089,1
masal,1,0.0089,1
menyala,1,0.0089,1
rasyidin,1,0.0089,1
fadli,1,0.0089,1
zon,1,0.0089,1
bahril,1,0.0089,1
hadalia,1,0.0089,1
forkomopinda,1,0.0089,1
wilujeng,1,0.0089,1
pramestuti,1,0.0089,1
masinis,1,0.0089,1
memori,1,0.0089,1
kuil-kuil,1,0.0089,1
bangunan-bangunan,1,0.0089,1
ekonomis,1,0.0089,1
demokratisasi,1,0.0089,1
kertapi,1,0.0089,1
public,1,0.0089,1
dilema,1,0.0089,1
terlayani,1,0.0089,1
lintasan-lintasan,1,0.0089,1
defisa,1,0.0089,1
secangkir,1,0.0089,1
membukus,1,0.0089,1
rantinya,1,0.0089,1
ditebang,1,0.0089,1
estetika,1,0.0089,1
aslinya,1,0.0089,1
rumbai,1,0.0089,1
merokok,1,0.0089,1
asbes,1,0.0089,1
kimiawi,1,0.0089,1
anjurkan,1,0.0089,1
stasiun-stasiun,1,0.0089,1
sepele,1,0.0089,1
borobuddur,1,0.0089,1
jogja,1,0.0089,1
pramanan,1,0.0089,1
pelestarian,1,0.0089,1
kesan,1,0.0089,1
terawat,1,0.0089,1
beautiful,1,0.0089,1
menopang,1,0.0089,1
explorer,1,0.0089,1
berhati,1,0.0089,1
kerdil,1,0.0089,1
bakuni,1,0.0089,1
baki,1,0.0089,1
bekah,1,0.0089,1
bakuhuni,1,0.0089,1
ringan-ringan,1,0.0089,1
kepribadian,1,0.0089,1
stasiun-stun,1,0.0089,1
transumatera,1,0.0089,1
sve,1,0.0089,1
siapak,1,0.0089,1
cagar,1,0.0089,1
pembugaran,1,0.0089,1
arahan,1,0.0089,1
diresumikan,1,0.0089,1
kendala,1,0.0089,1
menghantui,1,0.0089,1
genangan,1,0.0089,1
banji,1,0.0089,1
rop,1,0.0089,1
pesisir,1,0.0089,1
kerap,1,0.0089,1
menumpukan,1,0.0089,1
kenyamanan,1,0.0089,1
kegunaan,1,0.0089,1
drinasi,1,0.0089,1
keaslian,1,0.0089,1
fasad,1,0.0089,1
peninggalan,1,0.0089,1
jayabaya,1,0.0089,1
radi,1,0.0089,1
ongkosnya,1,0.0089,1
karmelita,1,0.0089,1
hartoto,1,0.0089,1
gafur,1,0.0089,1
anita,1,0.0089,1
prihapsari,1,0.0089,1
susatyo,1,0.0089,1
ham,1,0.0089,1
azizamsudin,1,0.0089,1
kreket,1,0.0089,1
huan,1,0.0089,1
ade,1,0.0089,1
asosiasi-asosiasi,1,0.0089,1
apo,1,0.0089,1
merangkap,1,0.0089,1
adt,1,0.0089,1
digugat,1,0.0089,1
firli,1,0.0089,1
ganinduto,1,0.0089,1
pengemauan,1,0.0089,1
properti,1,0.0089,1
budiarsa,1,0.0089,1
sastra,1,0.0089,1
winata,1,0.0089,1
pengembangan,1,0.0089,1
titi,1,0.0089,1
koriah,1,0.0089,1
candra,1,0.0089,1
tirta,1,0.0089,1
kadin-kadin,1,0.0089,1
kanak,1,0.0089,1
longgar,1,0.0089,1
subap,1,0.0089,1
diatur-atur,1,0.0089,1
rici,1,0.0089,1
glen,1,0.0089,1
yapranadi,1,0.0089,1
aryandi,1,0.0089,1
dek,1,0.0089,1
golcnya,1,0.0089,1
mirza,1,0.0089,1
yuliandri,1,0.0089,1
darwis,1,0.0089,1
usman,1,0.0089,1
almer,1,0.0089,1
faik,1,0.0089,1
nuryanto,1,0.0089,1
sudiro,1,0.0089,1
putranto,1,0.0089,1
darsono,1,0.0089,1
nasution,1,0.0089,1
hamka,1,0.0089,1
amanda,1,0.0089,1
nura,1,0.0089,1
brand,1,0.0089,1
ambassador,1,0.0089,1
memperpanjang,1,0.0089,1
perpanjangan,1,0.0089,1
kilit,1,0.0089,1
laing,1,0.0089,1
romi,1,0.0089,1
junanto,1,0.0089,1
muksin,1,0.0089,1
lianto,1,0.0089,1
zakliana,1,0.0089,1
joku,1,0.0089,1
suryati,1,0.0089,1
faisal,1,0.0089,1
saputro,1,0.0089,1
zanet,1,0.0089,1
raudatul,1,0.0089,1
jannah,1,0.0089,1
mamuju,1,0.0089,1
fajri,1,0.0089,1
kadri,1,0.0089,1
haj,1,0.0089,1
iwan,1,0.0089,1
aras,1,0.0089,1
penusan,1,0.0089,1
pemukinan,1,0.0089,1
yarli,1,0.0089,1
penasat,1,0.0089,1
nasbi,1,0.0089,1
ceoo,1,0.0089,1
heriawan,1,0.0089,1
ty,1,0.0089,1
chief,1,0.0089,1
officer,1,0.0089,1
santosa,1,0.0089,1
perekon,1,0.0089,1
hilalisasi,1,0.0089,1
slip,1,0.0089,1
persatukan,1,0.0089,1
sinergitas,1,0.0089,1
matriks,1,0.0089,1
dikumpulin,1,0.0089,1
elit-nya,1,0.0089,1
dugaan,1,0.0089,1
depangan,1,0.0089,1
pertemuan-pertemuan,1,0.0089,1
sesituasi,1,0.0089,1
kontinen,1,0.0089,1
pertengahan,1,0.0089,1
meletus,1,0.0089,1
remehkan,1,0.0089,1
duga-duga,1,0.0089,1
zona,1,0.0089,1
berkecamuk,1,0.0089,1
milisi-milisi,1,0.0089,1
sahabat-sahabat,1,0.0089,1
ketegangan-ketegangan,1,0.0089,1
nonblock,1,0.0089,1
aligned,1,0.0089,1
kumandangkan,1,0.0089,1
rekonsiliasi,1,0.0089,1
kolonial,1,0.0089,1
warisi,1,0.0089,1
bereskan,1,0.0089,1
diprovokasi,1,0.0089,1
alignment,1,0.0089,1
neutral,1,0.0089,1
separatis,1,0.0089,1
png,1,0.0089,1
republic,1,0.0089,1
mencampur,1,0.0089,1
negeri-negara,1,0.0089,1
berkata,1,0.0089,1
bertutur,1,0.0089,1
15-an,1,0.0089,1
1600-an,1,0.0089,1
critical,1,0.0089,1
kulkas,1,0.0089,1
refrigeration,1,0.0089,1
busuk,1,0.0089,1
kayu-kayu,1,0.0089,1
kapal-kapalnya,1,0.0089,1
curse,1,0.0089,1
berkecamuklah,1,0.0089,1
tulisan,1,0.0089,1
imparan,1,0.0089,1
berita-berita,1,0.0089,1
emirates,1,0.0089,1
panga,1,0.0089,1
mendiri,1,0.0089,1
member,1,0.0089,1
kd,1,0.0089,1
mapakan,1,0.0089,1
dipengaruhi,1,0.0089,1
bahliladia,1,0.0089,1
perindustrian,1,0.0089,1
gumiwangkarta,1,0.0089,1
sasmita,1,0.0089,1
keadin,1,0.0089,1
news,1,0.0089,1
grup,1,0.0089,1
amar,1,0.0089,1
dulia,1,0.0089,1
oktavian,1,0.0089,1
menengok,1,0.0089,1
lipi,1,0.0089,1
cibinong,1,0.0089,1
penguasaan,1,0.0089,1
kritikal,1,0.0089,1
faks,1,0.0089,1
terusanang,1,0.0089,1
tip,1,0.0089,1
mainporanya,1,0.0089,1
pssi,1,0.0089,1
pelatihnya,1,0.0089,1
guru-gurunya,1,0.0089,1
penyebabnya,1,0.0089,1
saintis,1,0.0089,1
sence,1,0.0089,1
science,1,0.0089,1
rana,1,0.0089,1
menyakitkan,1,0.0089,1
membantingkan,1,0.0089,1
membandingkan,1,0.0089,1
oecd,1,0.0089,1
merosot,1,0.0089,1
sinilah,1,0.0089,1
penemuan-penemuan,1,0.0089,1
paten-paten,1,0.0089,1
bacalaureat,1,0.0089,1
joint,1,0.0089,1
kso,1,0.0089,1
koruptif,1,0.0089,1
mis,1,0.0089,1
suparni,1,0.0089,1
dasco,1,0.0089,1
golok,1,0.0089,1
wajah-wajah,1,0.0089,1
goldcar,1,0.0089,1
pwiran,1,0.0089,1
binsar,1,0.0089,1
pratekno,1,0.0089,1
muhimin,1,0.0089,1
sulqi,1,0.0089,1
prasio,1,0.0089,1
penuguran,1,0.0089,1
sugo,1,0.0089,1
wihaji,1,0.0089,1
ngabsen,1,0.0089,1
penangwan,1,0.0089,1
redkol,1,0.0089,1
kahar,1,0.0089,1
muzakir,1,0.0089,1
murdiat,1,0.0089,1
tamsil,1,0.0089,1
lingrung,1,0.0089,1
yoris,1,0.0089,1
raweai,1,0.0089,1
testimoni,1,0.0089,1
pengiran,1,0.0089,1
terjang,1,0.0089,1
dua-dua,1,0.0089,1
kehidupannya,1,0.0089,1
dua-duanya,1,0.0089,1
n,1,0.0089,1
ayahandanya,1,0.0089,1
status,1,0.0089,1
dna,1,0.0089,1
petarung,1,0.0089,1
dnd,1,0.0089,1
memberatkan,1,0.0089,1
kondisi-kondisi,1,0.0089,1
ndak,1,0.0089,1
didapatkan,1,0.0089,1
roan,1,0.0089,1
getaran,1,0.0089,1
instinct,1,0.0089,1
vibes,1,0.0089,1
chemistry,1,0.0089,1
tanggapan,1,0.0089,1
google,1,0.0089,1
kampusnya,1,0.0089,1
didapat,1,0.0089,1
surga,1,0.0089,1
telapak,1,0.0089,1
rotan,1,0.0089,1
rotannya,1,0.0089,1
ikat,1,0.0089,1
pinggang,1,0.0089,1
prihatin,1,0.0089,1
komentar-komentar,1,0.0089,1
belak-belakan,1,0.0089,1
bla-blaan,1,0.0089,1
berhasillah,1,0.0089,1
menjinakkan,1,0.0089,1
kalem,1,0.0089,1
bataknya,1,0.0089,1
bertengkar,1,0.0089,1
harinya,1,0.0089,1
leil,1,0.0089,1
flu,1,0.0089,1
batin,1,0.0089,1
nguat-nguatkan,1,0.0089,1
bolehlah,1,0.0089,1
konstituen,1,0.0089,1
su,1,0.0089,1
suada,1,0.0089,1
suasada,1,0.0089,1
cool,1,0.0089,1
jembatan-jembatan,1,0.0089,1
mempersoalkan,1,0.0089,1
teriakan,1,0.0089,1
segan-segan,1,0.0089,1
diteriakin,1,0.0089,1
r0,1,0.0089,1
diperb,1,0.0089,1
rap,1,0.0089,1
ulangilah,1,0.0089,1
