word,count,per_1000_tokens,event_count
bernilai,2,0.0177,2
pantau,2,0.0177,2
rutin,2,0.0177,2
ultimatum,2,0.0177,1
penasihat-penasihat,2,0.0177,1
karet,2,0.0177,2
rotterdam,2,0.0177,2
pd,2,0.0177,2
grafiknya,2,0.0177,2
pandang,2,0.0177,2
standard,2,0.0177,2
snp,2,0.0177,2
revenue,2,0.0177,2
stable,2,0.0177,2
investment,2,0.0177,2
rawa,2,0.0177,1
sepotong-sepotong,2,0.0177,2
long,2,0.0177,2
kekeliruan,2,0.0177,1
berbondong-bondong,2,0.0177,1
intelektual,2,0.0177,2
ukt,2,0.0177,1
singkatannya,2,0.0177,2
bansos,2,0.0177,1
atensi,2,0.0177,2
semen,2,0.0177,2
rp6,2,0.0177,2
r6,2,0.0177,2
rp500,2,0.0177,1
strong,2,0.0177,1
terbangun,2,0.0177,2
debitur,2,0.0177,2
umk,2,0.0177,2
rinci,2,0.0177,1
ketertinggalan,2,0.0177,2
menyediakan,2,0.0177,2
melompat,2,0.0177,1
direnovasi,2,0.0177,1
komite,2,0.0177,1
terdaftar,2,0.0177,2
mengakses,2,0.0177,2
bulian,2,0.0177,2
em,2,0.0177,2
prioritaskan,2,0.0177,2
diprioritaskan,2,0.0177,2
seteng,2,0.0177,1
chain,2,0.0177,1
kelebihan,2,0.0177,2
rentenir,2,0.0177,1
pengumpul,2,0.0177,1
subdistributor,2,0.0177,1
grosir,2,0.0177,1
keuntungannya,2,0.0177,2
sepertiga,2,0.0177,2
ketepatan,2,0.0177,2
peperangan,2,0.0177,2
rusdi,2,0.0177,2
cucun,2,0.0177,2
ganteng,2,0.0177,2
parti,2,0.0177,1
taslim,2,0.0177,2
mardiono,2,0.0177,2
jabo,2,0.0177,2
perindo,2,0.0177,2
siraj,2,0.0177,2
tahunnya,2,0.0177,2
ye,2,0.0177,2
perintah-perintah,2,0.0177,2
ijtima,2,0.0177,1
menata,2,0.0177,2
makai,2,0.0177,2
imin,2,0.0177,1
kancil,2,0.0177,1
sumi,2,0.0177,2
lo,2,0.0177,1
manfaatkan,2,0.0177,2
output,2,0.0177,2
gelas,2,0.0177,1
gendeng,2,0.0177,1
gali,2,0.0177,2
rasakan,2,0.0177,2
want,2,0.0177,2
kemerdekaannya,2,0.0177,2
sujud,2,0.0177,1
infanter,2,0.0177,2
arya,2,0.0177,2
ke-33,2,0.0177,1
